GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,GaussNewtonOptimizer.Decomposition,9,49,0,0,0,5,2,2,2,2
Apache Commons Math,org.apache.commons.math3.fitting.leastsquares,LeastSquaresFactory.LocalLeastSquaresProblem,2,50,1,1,0,13,1,5,0,5
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.InitializationCompletedMarkerException,0,5,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE.SecondaryComponent,0,24,0,0,0,7,0,1,0,1
Apache Commons Math,org.apache.commons.math3.ode,ExpandableStatefulODE,57,289,4,14,7,58,6,20,2,15
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices,44,358,9,25,9,68,9,19,0,11
Apache Commons Math,org.apache.commons.math3.ode,UnknownParameterException,12,0,0,0,4,0,2,0,2,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.NordsieckInitializer,54,220,2,8,6,36,2,6,0,3
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator,12,622,2,60,4,135,4,51,2,22
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MismatchedEquations,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.ode,ContinuousOutputModel,13,529,3,45,2,109,4,31,1,10
Apache Commons Math,org.apache.commons.math3.ode,FirstOrderConverter,0,75,0,0,0,14,0,3,0,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterConfiguration,0,19,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.ode,AbstractParameterizable,23,52,2,6,7,11,4,5,2,3
Apache Commons Math,org.apache.commons.math3.ode,ParameterizedWrapper,35,0,2,0,12,0,8,0,7,0
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator,49,139,2,2,11,32,7,7,5,7
Apache Commons Math,org.apache.commons.math3.ode,AbstractIntegrator.new Comparator() {...},0,18,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.JacobiansSecondaryEquations,9,252,5,21,1,39,5,11,0,3
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.new FirstOrderDifferentialEquations() {...},19,0,0,0,4,0,3,0,3,0
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MainStateJacobianWrapper,8,90,1,5,1,18,1,6,0,4
Apache Commons Math,org.apache.commons.math3.ode,EquationsMapper,16,43,2,2,2,12,2,5,0,5
Apache Commons Math,org.apache.commons.math3.ode,ParameterJacobianWrapper,9,113,2,6,2,22,3,5,1,3
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.MultiDimensionalComplexMatrix,46,263,8,22,8,53,6,16,0,7
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer,30,1379,9,54,4,169,9,33,0,10
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,TransformUtils,38,254,4,10,9,24,5,9,2,5
Apache Commons Math,org.apache.commons.math3.transform,FastCosineTransformer,0,303,0,14,0,44,0,11,0,4
Apache Commons Math,org.apache.commons.math3.transform,DstNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,TransformType,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,DctNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,DftNormalization,5,33,0,0,0,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.transform,FastHadamardTransformer,21,208,1,17,3,39,2,13,1,5
Apache Commons Math,org.apache.commons.math3.transform,FastSineTransformer,0,247,0,14,0,40,0,11,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,97,10,35,0,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,63,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LoessInterpolator,33,544,4,48,6,110,6,30,2,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunction,16,1795,6,48,3,83,8,32,2,11
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineFunction,30,202,6,18,3,25,6,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,20,266,5,27,5,45,6,14,1,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,FieldHermiteInterpolator,0,415,0,30,0,64,0,19,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,DividedDifferenceInterpolator,0,100,0,4,0,17,0,5,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SplineInterpolator,0,330,0,12,0,38,0,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,HermiteInterpolator,0,402,0,28,0,62,0,21,0,7
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,4,576,4,50,1,78,4,27,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction,32,220,8,22,6,42,8,10,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolator,12,37,2,2,2,10,2,3,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolator,4,299,3,31,1,44,3,18,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction,28,316,9,21,6,50,9,15,0,9
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,0,165,0,6,0,28,0,6,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString,39,237,4,18,5,40,6,13,2,6
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString.SerializationProxy,0,17,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,SumOfClusterVariances,0,54,1,5,0,13,1,4,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,ClusterEvaluator,8,98,1,11,3,19,2,9,1,4
Apache Commons Math,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,30,449,1,12,4,68,2,12,1,5
Apache Commons Math,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,34,92,5,7,7,22,5,5,1,3
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator.new UnivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,7,157,1,7,1,34,1,9,0,6
Apache Commons Math,org.apache.commons.math3.analysis.integration,RombergIntegrator,20,145,4,8,6,31,4,6,1,3
Apache Commons Math,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,17,120,1,3,4,36,3,13,2,12
Apache Commons Math,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,20,162,4,10,6,37,4,8,1,4
Apache Commons Math,org.apache.commons.math3.analysis.integration,MidPointIntegrator,10,147,3,9,3,32,3,8,0,5
Apache Commons Math,org.apache.commons.math3.geometry,VectorFormat,37,150,1,15,13,37,8,12,7,5
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter.ParameterGuesser,4,464,2,28,1,93,2,18,0,5
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction,0,47,0,2,0,10,0,4,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,PolynomialFitter,26,14,0,0,5,4,3,2,3,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser.new Comparator() {...},44,26,15,5,13,7,10,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,42,0,2,0,7,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter,37,101,1,3,10,22,4,7,3,6
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser,21,319,6,28,5,55,6,19,0,8
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.TheoreticalValuesFunction,121,0,8,0,21,0,7,0,3,0
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.new Gaussian.Parametric() {...},1,40,0,0,1,10,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter,0,20,0,0,0,4,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraint,60,87,6,6,15,24,7,10,2,9
Apache Commons Math,org.apache.commons.math3.optim.linear,NonNegativeConstraint,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.linear,PivotSelectionRule,9,29,0,0,0,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.optim.linear,Relationship,8,60,0,3,1,11,2,6,2,4
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearObjectiveFunction,14,77,4,4,3,20,5,9,1,9
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexSolver,18,400,3,61,6,101,5,39,2,10
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearOptimizer,0,64,0,8,0,18,0,10,0,6
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraintSet,29,17,2,0,4,5,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optim.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexTableau,49,1132,11,127,10,205,14,92,3,34
Apache Commons Math,org.apache.commons.math3.optim.linear,Relationship.new Object() {...},2,17,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,SolutionCallback,0,25,0,4,0,5,0,6,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator,29,382,2,30,4,76,2,17,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator.Corrector,13,132,2,6,0,21,2,6,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaStepInterpolator,18,223,7,23,2,49,7,14,0,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaIntegrator,0,88,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54Integrator,0,331,0,6,0,19,0,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853StepInterpolator,21,1578,5,43,4,116,5,29,0,10
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsNordsieckTransformer,9,405,0,20,2,68,1,17,1,7
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,0,269,1,7,0,35,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaIntegrator,0,518,0,40,0,77,0,23,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesStepInterpolator,0,308,1,7,0,38,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesIntegrator,0,88,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeIntegrator,14,398,6,40,2,84,5,30,0,12
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EmbeddedRungeKuttaIntegrator,0,626,0,54,0,112,0,36,0,9
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherStepInterpolator,0,722,1,7,0,50,1,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerIntegrator,0,25,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillIntegrator,0,117,0,0,0,8,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853Integrator,0,895,0,6,0,43,0,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherIntegrator,0,288,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerStepInterpolator,59,842,15,43,9,127,14,25,0,10
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54StepInterpolator,0,449,1,7,0,41,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointIntegrator,0,42,0,0,0,5,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54Integrator,0,318,0,4,0,16,0,7,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,0,48,0,0,0,10,0,5,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerIntegrator,25,1985,22,212,7,305,22,109,0,13
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointStepInterpolator,0,150,1,7,0,24,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsBashforthIntegrator,40,377,3,31,4,74,3,17,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54StepInterpolator,0,454,1,15,0,62,1,13,0,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerStepInterpolator,0,100,1,7,0,13,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillStepInterpolator,0,307,1,7,0,43,1,8,0,5
Apache Commons Math,org.apache.commons.math3.linear,RealLinearOperator,6,3,0,0,2,1,2,1,2,1
Apache Commons Math,org.apache.commons.math3.linear,FieldLUDecomposition.Solver,11,517,2,52,2,80,2,31,0,6
Apache Commons Math,org.apache.commons.math3.linear,DefaultIterativeLinearSolverEvent,11,49,3,1,2,17,3,6,1,6
Apache Commons Math,org.apache.commons.math3.linear,BlockRealMatrix,194,4078,14,264,38,690,11,182,1,53
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ,56,198,2,8,13,48,7,10,5,7
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition.Solver,0,335,0,38,0,55,0,24,0,5
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition,1,210,2,18,1,47,2,15,0,7
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition.Solver,7,29,0,0,1,7,1,4,1,4
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixPreservingVisitor,1,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RectangularCholeskyDecomposition,26,300,2,26,2,54,2,16,0,4
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition,0,440,0,54,0,85,0,35,0,8
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ.State,34,960,9,51,7,171,9,35,0,14
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowRealMatrix,30,1007,7,89,5,188,7,72,0,31
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.new DefaultRealMatrixPreservingVisitor() {...},0,23,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition.Solver,8,337,2,36,2,63,2,23,0,6
Apache Commons Math,org.apache.commons.math3.linear,SparseRealVector,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldVector,317,911,36,76,72,207,38,71,12,41
Apache Commons Math,org.apache.commons.math3.linear,NonSymmetricMatrixException,9,30,0,0,3,5,3,1,3,1
Apache Commons Math,org.apache.commons.math3.linear,NonSquareOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition.Solver,9,284,0,28,2,46,2,17,2,3
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapEntry,10,18,0,0,2,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils.BigFractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.linear,RealVector.Entry,0,29,0,0,0,9,0,5,0,5
Apache Commons Math,org.apache.commons.math3.linear,BiDiagonalTransformer,13,987,7,103,3,155,10,55,3,7
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixChangingVisitor,2,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,DiagonalMatrix,3,409,1,37,1,84,1,42,0,24
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition,26,1977,13,171,4,274,14,92,1,12
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixChangingVisitor,2,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,17,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,31,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixChangingVisitor() {...},0,25,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,IllConditionedOperatorException,11,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.linear,SingularMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition,0,229,0,22,0,45,0,17,0,6
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldMatrix,142,114,8,2,29,24,8,10,4,9
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,16,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,30,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixChangingVisitor() {...},0,24,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.Solver,0,76,0,6,0,16,0,8,0,5
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,23,0,0,0,6,0,4,0,4
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,44,0,2,0,11,0,5,0,4
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition,139,1953,18,146,24,281,18,85,4,17
Apache Commons Math,org.apache.commons.math3.linear,BlockFieldMatrix,506,3774,34,230,97,634,22,162,2,50
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector,94,1061,7,117,23,269,11,99,5,43
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition.Solver,0,506,0,44,0,84,0,27,0,5
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealMatrix,76,375,4,20,18,82,4,24,2,14
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowFieldMatrix,117,990,9,83,23,176,13,67,5,29
Apache Commons Math,org.apache.commons.math3.linear,HessenbergTransformer,3,503,3,51,1,76,4,29,1,5
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RealVectorFormat,18,227,0,22,7,58,5,21,5,10
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,9,37,0,0,3,7,3,1,3,1
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner,7,106,1,7,1,23,1,9,0,6
Apache Commons Math,org.apache.commons.math3.linear,NonSquareMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner.new RealLinearOperator() {...},8,20,0,0,2,3,2,2,2,2
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixPreservingVisitor,1,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix,321,1938,39,203,54,375,34,149,6,56
Apache Commons Math,org.apache.commons.math3.linear,PreconditionedIterativeLinearSolver,14,87,0,6,4,21,2,9,2,6
Apache Commons Math,org.apache.commons.math3.linear,SchurTransformer,9,1368,7,83,2,189,7,48,0,10
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix,209,1755,22,176,35,338,19,134,4,50
Apache Commons Math,org.apache.commons.math3.linear,MatrixDimensionMismatchException,0,44,0,0,0,8,0,5,0,5
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.UnmodifiableEntry,0,18,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,RealMatrixFormat,29,372,3,41,11,95,10,30,7,11
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapSparseIterator,5,29,0,0,1,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,SchurTransformer.ShiftInfo,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,RealVector,8,876,0,82,2,210,2,90,2,49
Apache Commons Math,org.apache.commons.math3.linear,SingularOperatorException,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.linear,IterativeLinearSolverEvent,6,5,0,0,2,2,2,1,2,1
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils,230,1092,42,116,54,229,37,80,3,35
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition,0,455,0,42,0,77,0,30,0,9
